"name","id","lat","lon","cumulative_revenue","design_capacity","fee_effective_date","rates","location","capital_cost","project_type","date_fee_notification","date_commercial_operation","fee_rule","concessions_period","traffic_per_day","target_traffic_per_day","contractor_name","contact_details"
"Lakholi",431,21.20296,81.905328,57.65,"NA","01-07-2019","{""car_single"":null,""car_multi"":null,""car_monthly"":null,""lcv_single"":null,""lcv_multi"":null,""lcv_monthly"":null,""bus_multi"":null,""bus_monthly"":null,""multiaxle_single"":140,""multiaxle_multi"":null,""multiaxle_monthly"":null,""hcm_single"":140,""hcm_multi"":null,""hcm_monthly"":null,""four_six_axle_single"":140,""four_six_axle_multi"":null,""four_six_axle_monthly"":null,""seven_plus_axle_single"":140,""seven_plus_axle_multi"":null,""seven_plus_axle_monthly"":null}","<b style='color:#22A7EA'>Lakholi</b><br/><b> </b> M/s Raipur Expressway Ltd","190.00","BOT (Toll)","04-03-2014","01-08-2015","1997","11.04.2006-11.04.2031",19047,19047,"M/s Raipur Expressway Ltd","Mr Ramesh Pathak / 9999267888"
"Sundar Nagar",432,21.229353,81.607029,57.65,"NA","01-07-2018","{""car_single"":null,""car_multi"":null,""car_monthly"":null,""lcv_single"":null,""lcv_multi"":null,""lcv_monthly"":null,""bus_multi"":null,""bus_monthly"":null,""multiaxle_single"":135,""multiaxle_multi"":null,""multiaxle_monthly"":null,""hcm_single"":135,""hcm_multi"":null,""hcm_monthly"":null,""four_six_axle_single"":135,""four_six_axle_multi"":null,""four_six_axle_monthly"":null,""seven_plus_axle_single"":135,""seven_plus_axle_multi"":null,""seven_plus_axle_monthly"":null}","<b style='color:#22A7EA'>Sundar Nagar</b><br/><b> </b> M/s Raipur Expressway Ltd","NA","BOT (Toll)","04-03-2014","01-08-2015","1997","11.04.2006-11.04.2031",48999,,"M/s Raipur Expressway Ltd","Nill / 0"
"Raipur",433,26.063535,74.05947,449.57,"10","01-04-2020","{""car_single"":null,""car_multi"":120,""car_monthly"":2655,""lcv_single"":null,""lcv_multi"":195,""lcv_monthly"":4290,""bus_multi"":405,""bus_monthly"":8985,""multiaxle_single"":295,""multiaxle_multi"":440,""multiaxle_monthly"":9800,""hcm_single"":425,""hcm_multi"":635,""hcm_monthly"":14090,""four_six_axle_single"":425,""four_six_axle_multi"":635,""four_six_axle_monthly"":14090,""seven_plus_axle_single"":515,""seven_plus_axle_multi"":770,""seven_plus_axle_monthly"":17150}","<b style='color:#22A7EA'>Raipur</b><br/><b> </b> M/s L&amp;T BPP Tollway Pvt Ltd","2472.00","BOT (Toll)","28-12-2011","11-06-2015","2008 as amended","19.12.2011-18.12.2034",48999,7041,"M/s L&T BPP Tollway Pvt Ltd","Ansar Khan / 9772017860"
"Indranagar",434,25.828286,73.45492,449.57,"10","01-04-2020","{""car_single"":null,""car_multi"":105,""car_monthly"":2330,""lcv_single"":null,""lcv_multi"":170,""lcv_monthly"":3765,""bus_multi"":355,""bus_monthly"":7890,""multiaxle_single"":260,""multiaxle_multi"":385,""multiaxle_monthly"":8605,""hcm_single"":370,""hcm_multi"":555,""hcm_monthly"":12370,""four_six_axle_single"":370,""four_six_axle_multi"":555,""four_six_axle_monthly"":12370,""seven_plus_axle_single"":450,""seven_plus_axle_multi"":680,""seven_plus_axle_monthly"":15060}","<b style='color:#22A7EA'>Indranagar</b><br/><b> </b> M/s L&amp;T BPP Tollway Pvt Ltd","2472.00","BOT (Toll)","28-12-2011","11-06-2015","2008 as amended","19.12.2011-18.12.2034",24995,8403,"M/s L&T BPP Tollway Pvt Ltd","Rakesh Dayma / 9610646999"
"Birami",438,25.371114,73.201486,449.57,"10","01-04-2020","{""car_single"":null,""car_multi"":130,""car_monthly"":2890,""lcv_single"":null,""lcv_multi"":210,""lcv_monthly"":4670,""bus_multi"":440,""bus_monthly"":9780,""multiaxle_single"":320,""multiaxle_multi"":480,""multiaxle_monthly"":10670,""hcm_single"":460,""hcm_multi"":690,""hcm_monthly"":15340,""four_six_axle_single"":460,""four_six_axle_multi"":690,""four_six_axle_monthly"":15340,""seven_plus_axle_single"":560,""seven_plus_axle_multi"":840,""seven_plus_axle_monthly"":18675}","<b style='color:#22A7EA'>Birami</b><br/><b> </b> M/s L&amp;T BPP Tollway Pvt Ltd","2472.00","BOT (Toll)","28-12-2011","11-06-2015","2008 as amended","19.12.2011-18.12.2034",33238,10457,"M/s L&T BPP Tollway Pvt Ltd","Sandeep Joshi / 9587700234"
"Uthamam",439,25.033571,72.94353,449.57,"10","01-04-2020","{""car_single"":null,""car_multi"":175,""car_monthly"":3895,""lcv_single"":null,""lcv_multi"":280,""lcv_monthly"":6175,""bus_multi"":575,""bus_monthly"":12800,""multiaxle_single"":420,""multiaxle_multi"":630,""multiaxle_monthly"":13990,""hcm_single"":595,""hcm_multi"":895,""hcm_monthly"":19840,""four_six_axle_single"":595,""four_six_axle_multi"":895,""four_six_axle_monthly"":19840,""seven_plus_axle_single"":740,""seven_plus_axle_multi"":1110,""seven_plus_axle_monthly"":24700}","<b style='color:#22A7EA'>Uthamam</b><br/><b> </b> M/s L&amp;T BPP Tollway Pvt Ltd","2472.00","BOT (Toll)","28-12-2011","11-06-2015","2008 as amended","19.12.2011-18.12.2034",34501,10439,"M/s L&T BPP Tollway Pvt Ltd","Vivek Chaudhry / 9727275000"
"Gaddurur",440,13.194218,78.545197,14.77,"50000","01-04-2019","{""car_single"":null,""car_multi"":40,""car_monthly"":855,""lcv_single"":null,""lcv_multi"":60,""lcv_monthly"":1380,""bus_multi"":130,""bus_monthly"":2890,""multiaxle_single"":95,""multiaxle_multi"":140,""multiaxle_monthly"":3150,""hcm_single"":135,""hcm_multi"":205,""hcm_monthly"":4530,""four_six_axle_single"":135,""four_six_axle_multi"":205,""four_six_axle_monthly"":4530,""seven_plus_axle_single"":165,""seven_plus_axle_multi"":250,""seven_plus_axle_monthly"":5515}","<b style='color:#22A7EA'>Gaddurur</b><br/><b> </b> M/s J.S.R.Mulbagal Tollways Pvt Ltd","141.11","BOT (Toll)","22-01-2013","11-06-2015","2008 as amended","22.05.2013-21.05.2042",18105,21449,"M/s J.S.R.Mulbagal Tollways Pvt Ltd","Arun Kumar A / 9449045830"
"WEPL Mathani",441,21.139545,79.365105,76.72,"42000","01-04-2019","{""car_single"":null,""car_multi"":80,""car_monthly"":1745,""lcv_single"":null,""lcv_multi"":125,""lcv_monthly"":2820,""bus_multi"":265,""bus_monthly"":5915,""multiaxle_single"":195,""multiaxle_multi"":290,""multiaxle_monthly"":6450,""hcm_single"":280,""hcm_multi"":415,""hcm_monthly"":9275,""four_six_axle_single"":280,""four_six_axle_multi"":415,""four_six_axle_monthly"":9275,""seven_plus_axle_single"":340,""seven_plus_axle_multi"":510,""seven_plus_axle_monthly"":11290}","<b style='color:#22A7EA'>WEPL Mathani</b><br/><b> </b> M/s  Wainganga Expressway Private Ltd","484.19","BOT (Toll)","22-07-2013","09-01-2015","2008 as amended","09.04.2012-08.04.2030",30717,48500,"M/s  Wainganga Expressway Private Ltd","Mr Arunendra Baghel Singh / 7030888068"
"Runni",442,26.373615,85.493984,341065,"4545","01-04-2020","{""car_single"":null,""car_multi"":80,""car_monthly"":1830,""lcv_single"":null,""lcv_multi"":135,""lcv_monthly"":2950,""bus_multi"":280,""bus_monthly"":6185,""multiaxle_single"":200,""multiaxle_multi"":305,""multiaxle_monthly"":6750,""hcm_single"":290,""hcm_multi"":435,""hcm_monthly"":9700,""four_six_axle_single"":290,""four_six_axle_multi"":435,""four_six_axle_monthly"":9700,""seven_plus_axle_single"":355,""seven_plus_axle_multi"":530,""seven_plus_axle_monthly"":11810}","<b style='color:#22A7EA'>Runni</b><br/><b> </b> MS RAJENDER SINGH","739.51","Public Funded","26-11-2013","07-07-2015","2008 as amended","",4203,,"MS RAJENDER SINGH","D.K Chaubey / 9934423584"
"S V Puram",443,13.525577,79.532925,55.59,"40000","01-04-2020","{""car_single"":null,""car_multi"":105,""car_monthly"":2345,""lcv_single"":null,""lcv_multi"":165,""lcv_monthly"":3655,""bus_multi"":335,""bus_monthly"":7495,""multiaxle_single"":345,""multiaxle_multi"":515,""multiaxle_monthly"":11485,""hcm_single"":345,""hcm_multi"":515,""hcm_monthly"":11485,""four_six_axle_single"":345,""four_six_axle_multi"":515,""four_six_axle_monthly"":11485,""seven_plus_axle_single"":440,""seven_plus_axle_multi"":660,""seven_plus_axle_monthly"":14630}","<b style='color:#22A7EA'>S V Puram</b><br/><b> </b> Anil Dutt Bhola Dutt Joshi","571.00","BOT (Toll)","28-10-2014","01-03-2015","2008","07.04.2011 - 06.04.2041",9457,10483,"Anil Dutt Bhola Dutt Joshi","Shri. Subbarao / 9700202705"
"Pattaraiperumbudur (temporary TP)",444,13.150776,79.834675,13.67,"NA","01-04-2020","{""car_single"":null,""car_multi"":45,""car_monthly"":1035,""lcv_single"":null,""lcv_multi"":75,""lcv_monthly"":1670,""bus_multi"":155,""bus_monthly"":3500,""multiaxle_single"":165,""multiaxle_multi"":245,""multiaxle_monthly"":5485,""hcm_single"":165,""hcm_multi"":245,""hcm_monthly"":5485,""four_six_axle_single"":165,""four_six_axle_multi"":245,""four_six_axle_monthly"":5485,""seven_plus_axle_single"":200,""seven_plus_axle_multi"":300,""seven_plus_axle_monthly"":6680}","<b style='color:#22A7EA'>Pattaraiperumbudur (temporary TP)</b><br/><b> </b> R. Muthusamy","NA","BOT (Toll)","28-10-2014","01-03-2015","2008","07.04.2011 - 06.04.2041",15866,,"R. Muthusamy","Shri. Subbarao / 9700202705"
"Paat Sahanipur (Pipli)",445,20.137113,85.83902,23.66,"40000","01-04-2020","{""car_single"":null,""car_multi"":130,""car_monthly"":2875,""lcv_single"":null,""lcv_multi"":205,""lcv_monthly"":4515,""bus_multi"":420,""bus_monthly"":9290,""multiaxle_single"":430,""multiaxle_multi"":645,""multiaxle_monthly"":14300,""hcm_single"":430,""hcm_multi"":645,""hcm_monthly"":14300,""four_six_axle_single"":430,""four_six_axle_multi"":645,""four_six_axle_monthly"":14300,""seven_plus_axle_single"":540,""seven_plus_axle_multi"":810,""seven_plus_axle_monthly"":18055}","<b style='color:#22A7EA'>Paat Sahanipur (Pipli)</b><br/><b> </b> Ms Sahakar Global Ltd.","524.90","BOT (Toll)","26-02-2013","18-10-2015","2008","07.03.2011-06.03.2040",24786,14824,"Ms Sahakar Global Ltd.","Ajinkya Jayanta / 9853834335"
"Methoon",446,24.420042,76.503896,5.21,"17250","01-04-2020","{""car_single"":null,""car_multi"":70,""car_monthly"":1595,""lcv_single"":null,""lcv_multi"":115,""lcv_monthly"":2575,""bus_multi"":245,""bus_monthly"":5395,""multiaxle_single"":175,""multiaxle_multi"":265,""multiaxle_monthly"":5885,""hcm_single"":255,""hcm_multi"":380,""hcm_monthly"":8455,""four_six_axle_single"":255,""four_six_axle_multi"":380,""four_six_axle_monthly"":8455,""seven_plus_axle_single"":310,""seven_plus_axle_multi"":465,""seven_plus_axle_monthly"":10295}","<b style='color:#22A7EA'>Methoon</b><br/><b> </b> Sh. Rishiraj Singh Rathor","240.00","Public Funded","14-09-2015","30-10-2015","2008 as amended","29.02.2016-01.03.2017",7383,12223,"Sh. Rishiraj Singh Rathor","Sh.  Roshan Singh / 9920100753"
"Kaniyur",447,11.012827,77.073181,88.1,"103680","01-04-2020","{""car_single"":null,""car_multi"":145,""car_monthly"":3265,""lcv_single"":null,""lcv_multi"":225,""lcv_monthly"":5020,""bus_multi"":460,""bus_monthly"":10205,""multiaxle_single"":465,""multiaxle_multi"":695,""multiaxle_monthly"":15495,""hcm_single"":465,""hcm_multi"":695,""hcm_monthly"":15495,""four_six_axle_single"":465,""four_six_axle_multi"":695,""four_six_axle_monthly"":15495,""seven_plus_axle_single"":600,""seven_plus_axle_multi"":905,""seven_plus_axle_monthly"":20080}","<b style='color:#22A7EA'>Kaniyur</b><br/><b> </b> M/s  IVRCL Chengapalli Tollways Ltd Avinashi","1123.17","BOT (Toll)","20-09-2013","14-10-2015","2008","09.09.2010-08.09.2037",43166,56740,"M/s  IVRCL Chengapalli Tollways Ltd Avinashi","Mr G.Murali, Manager / 4212334567"
"Mokha",448,22.934663,69.801655,83.39,"NA","01-04-2019","{""car_single"":null,""car_multi"":130,""car_monthly"":2935,""lcv_single"":null,""lcv_multi"":205,""lcv_monthly"":4610,""bus_multi"":425,""bus_monthly"":9500,""multiaxle_single"":440,""multiaxle_multi"":660,""multiaxle_monthly"":14635,""hcm_single"":440,""hcm_multi"":660,""hcm_monthly"":14635,""four_six_axle_single"":440,""four_six_axle_multi"":660,""four_six_axle_monthly"":14635,""seven_plus_axle_single"":555,""seven_plus_axle_multi"":830,""seven_plus_axle_monthly"":18440}","<b style='color:#22A7EA'>Mokha</b><br/><b> </b> Ms Coral Associates","953.88","BOT (Toll)","06-01-2015","07-11-2015","2008","19.01.2011-18.01.2036",31349,33000,"Ms Coral Associates","Shri Banvari Sharma / 8882756444"
"Eethakota",450,16.715205,81.827876,36.08,"19877","01-04-2020","{""car_single"":null,""car_multi"":145,""car_monthly"":3265,""lcv_single"":null,""lcv_multi"":235,""lcv_monthly"":5275,""bus_multi"":500,""bus_monthly"":11055,""multiaxle_single"":360,""multiaxle_multi"":545,""multiaxle_monthly"":12060,""hcm_single"":520,""hcm_multi"":780,""hcm_monthly"":17335,""four_six_axle_single"":520,""four_six_axle_multi"":780,""four_six_axle_monthly"":17335,""seven_plus_axle_single"":635,""seven_plus_axle_multi"":950,""seven_plus_axle_monthly"":21105}","<b style='color:#22A7EA'>Eethakota</b><br/><b> </b> Diwantham Tollways Pvt Ltd","716.71","BOT (Toll)","28-09-2015","06-12-2015","2008 as amended with transition","21.01.17 - 20.04.17",25601,24857,"Diwantham Tollways Pvt Ltd","Sri D.Srinadhreddy / 9963693009"
"Unguturu",451,16.823729,81.430664,33.08,"19877","01-04-2020","{""car_single"":null,""car_multi"":135,""car_monthly"":3050,""lcv_single"":null,""lcv_multi"":220,""lcv_monthly"":4930,""bus_multi"":465,""bus_monthly"":10330,""multiaxle_single"":340,""multiaxle_multi"":505,""multiaxle_monthly"":11270,""hcm_single"":485,""hcm_multi"":730,""hcm_monthly"":16200,""four_six_axle_single"":485,""four_six_axle_multi"":730,""four_six_axle_monthly"":16200,""seven_plus_axle_single"":590,""seven_plus_axle_multi"":890,""seven_plus_axle_monthly"":19725}","<b style='color:#22A7EA'>Unguturu</b><br/><b> </b> Siddanntham Tollways Pvt Ltd","716.71","BOT (Toll)","28-09-2015","06-12-2015","2008 as amended with transition","05.02.17 - 04.05.17",21231,24857,"Siddanntham Tollways Pvt Ltd","Sri Mukesh / 9899169293"
"Chagalmarri",452,14.979577,78.574764,29.81,"NA","01-04-2020","{""car_single"":null,""car_multi"":110,""car_monthly"":2400,""lcv_single"":null,""lcv_multi"":175,""lcv_monthly"":3875,""bus_multi"":365,""bus_monthly"":8115,""multiaxle_single"":380,""multiaxle_multi"":575,""multiaxle_monthly"":12725,""hcm_single"":380,""hcm_multi"":575,""hcm_monthly"":12725,""four_six_axle_single"":380,""four_six_axle_multi"":575,""four_six_axle_monthly"":12725,""seven_plus_axle_single"":465,""seven_plus_axle_multi"":695,""seven_plus_axle_monthly"":15495}","<b style='color:#22A7EA'>Chagalmarri</b><br/><b> </b> M/s KMC Construction Limited &amp; IVRCL infrastructure Limited","NA","BOT (Toll)","30-12-2015","11-01-2016","2008","15.11.2010-14.11.2040",17024,5084,"M/s KMC Construction Limited & IVRCL infrastructure Limited","Major G.V. Ramachandra Reddy / 7331167903"
"Palempalli",453,14.513518,78.79121,16.17,"NA","01-04-2020","{""car_single"":null,""car_multi"":55,""car_monthly"":1220,""lcv_single"":null,""lcv_multi"":90,""lcv_monthly"":1970,""bus_multi"":185,""bus_monthly"":4130,""multiaxle_single"":195,""multiaxle_multi"":290,""multiaxle_monthly"":6475,""hcm_single"":195,""hcm_multi"":290,""hcm_monthly"":6475,""four_six_axle_single"":195,""four_six_axle_multi"":290,""four_six_axle_monthly"":6475,""seven_plus_axle_single"":235,""seven_plus_axle_multi"":355,""seven_plus_axle_monthly"":7880}","<b style='color:#22A7EA'>Palempalli</b><br/><b> </b> M/s KMC Construction Limited &amp; IVRCL infrastructure Limited","NA","BOT (Toll)","30-12-2015","11-01-2016","2008","15.11.2010-14.11.2040",20261,6172,"M/s KMC Construction Limited & IVRCL infrastructure Limited","Major G.V. Ramachandra Reddy / 7331167902"
"Pahammawlein",454,25.99328,91.860491,24.41,"10","01-04-2020","{""car_single"":null,""car_multi"":115,""car_monthly"":2595,""lcv_single"":null,""lcv_multi"":190,""lcv_monthly"":4190,""bus_multi"":395,""bus_monthly"":8775,""multiaxle_single"":285,""multiaxle_multi"":430,""multiaxle_monthly"":9575,""hcm_single"":415,""hcm_multi"":620,""hcm_monthly"":13760,""four_six_axle_single"":415,""four_six_axle_multi"":620,""four_six_axle_monthly"":13760,""seven_plus_axle_single"":505,""seven_plus_axle_multi"":755,""seven_plus_axle_monthly"":16755}","<b style='color:#22A7EA'>Pahammawlein</b><br/><b> </b> Ms Skylark Infra Engineering Pvt. Ltd","536.00","Public Funded","22-01-2016","17-02-2016","2008 as amended","20.09.2016-20.09.2017",15209,15209,"Ms Skylark Infra Engineering Pvt. Ltd","Bobby das / 8967417080"
"Rohad",455,28.754563,76.795216,32.3,"84000","01-09-2019","{""car_single"":null,""car_multi"":95,""car_monthly"":1875,""lcv_single"":null,""lcv_multi"":165,""lcv_monthly"":3280,""bus_multi"":330,""bus_monthly"":6560,""multiaxle_single"":350,""multiaxle_multi"":525,""multiaxle_monthly"":10540,""hcm_single"":350,""hcm_multi"":525,""hcm_monthly"":10540,""four_six_axle_single"":350,""four_six_axle_multi"":525,""four_six_axle_monthly"":10540,""seven_plus_axle_single"":350,""seven_plus_axle_multi"":525,""seven_plus_axle_monthly"":10540}","<b style='color:#22A7EA'>Rohad</b><br/><b> </b> M/s West Haryana Higway Project Pvt Ltd","486.00","BOT (Toll)","22-02-2012","26-11-2015","1997","02.05.2008-01.05.2033",30902,34000,"M/s West Haryana Higway Project Pvt Ltd","Manish Kumar / 8607400633"
"Kishorpura",456,25.17025,76.130522,72.79,"60000","01-04-2020","{""car_single"":null,""car_multi"":205,""car_monthly"":4545,""lcv_single"":null,""lcv_multi"":320,""lcv_monthly"":7120,""bus_multi"":660,""bus_monthly"":14645,""multiaxle_single"":675,""multiaxle_multi"":1015,""multiaxle_monthly"":22510,""hcm_single"":675,""hcm_multi"":1015,""hcm_monthly"":22510,""four_six_axle_single"":675,""four_six_axle_multi"":1015,""four_six_axle_monthly"":22510,""seven_plus_axle_single"":855,""seven_plus_axle_multi"":1280,""seven_plus_axle_monthly"":28475}","<b style='color:#22A7EA'>Kishorpura</b><br/><b> </b> Noor Mohammad","1118.76","BOT (Toll)","14-02-2013","25-08-2015","2008","05.01.2011-04.01.2037",18784,27551,"Noor Mohammad","Mr Ajeet Singh / 9462568824"
"Mandawada (Gomati)",457,25.20385,73.814701,17.43,"NA","01-04-2020","{""car_single"":null,""car_multi"":60,""car_monthly"":1370,""lcv_single"":null,""lcv_multi"":100,""lcv_monthly"":2210,""bus_multi"":210,""bus_monthly"":4630,""multiaxle_single"":150,""multiaxle_multi"":225,""multiaxle_monthly"":5055,""hcm_single"":220,""hcm_multi"":325,""hcm_monthly"":7265,""four_six_axle_single"":220,""four_six_axle_multi"":325,""four_six_axle_monthly"":7265,""seven_plus_axle_single"":265,""seven_plus_axle_multi"":400,""seven_plus_axle_monthly"":8845}","<b style='color:#22A7EA'>Mandawada (Gomati)</b><br/><b> </b> M/s Shreenathji-Udaipur Tollway Pvt Ltd","NA","BOT (Toll)","18-09-2014","04-11-2015","2008 as amended","18.04.2013-17.04.2040",16845,,"M/s Shreenathji-Udaipur Tollway Pvt Ltd","0 / 0"
"Negadiya",458,25.704011,74.061836,77.24,"NA","01-04-2020","{""car_single"":null,""car_multi"":195,""car_monthly"":4290,""lcv_single"":null,""lcv_multi"":300,""lcv_monthly"":6660,""bus_multi"":610,""bus_monthly"":13605,""multiaxle_single"":445,""multiaxle_multi"":670,""multiaxle_monthly"":14905,""hcm_single"":625,""hcm_multi"":935,""hcm_monthly"":20790,""four_six_axle_single"":625,""four_six_axle_multi"":935,""four_six_axle_monthly"":20790,""seven_plus_axle_single"":800,""seven_plus_axle_multi"":1200,""seven_plus_axle_monthly"":26625}","<b style='color:#22A7EA'>Negadiya</b><br/><b> </b> M/s Shreenathji-Udaipur Tollway Pvt Ltd","NA","BOT (Toll)","18-09-2014","04-11-2015","2008 as amended","18.04.2013-17.04.2040",25615,,"M/s Shreenathji-Udaipur Tollway Pvt Ltd","0 / 0"
"Surathkal",459,12.993098,74.792333,19.04,"40000","01-04-2020","{""car_single"":null,""car_multi"":80,""car_monthly"":1805,""lcv_single"":null,""lcv_multi"":130,""lcv_monthly"":2915,""bus_multi"":275,""bus_monthly"":6105,""multiaxle_single"":200,""multiaxle_multi"":300,""multiaxle_monthly"":6660,""hcm_single"":285,""hcm_multi"":430,""hcm_monthly"":9570,""four_six_axle_single"":285,""four_six_axle_multi"":430,""four_six_axle_monthly"":9570,""seven_plus_axle_single"":350,""seven_plus_axle_multi"":525,""seven_plus_axle_monthly"":11650}","<b style='color:#22A7EA'>Surathkal</b><br/><b> </b> Ms Riddhi Siddhi Associates","181.50","Public Funded","25-06-2013","21-12-2015","2008 as amended","02.07.2016-02.07.2017",35080,,"Ms Riddhi Siddhi Associates","Mr Santhosh / 9686195051"
"Bhiknoor",460,18.205251,78.398261,32.68,"15000","01-04-2020","{""car_single"":null,""car_multi"":115,""car_monthly"":2530,""lcv_single"":null,""lcv_multi"":185,""lcv_monthly"":4085,""bus_multi"":385,""bus_monthly"":8555,""multiaxle_single"":280,""multiaxle_multi"":420,""multiaxle_monthly"":9335,""hcm_single"":405,""hcm_multi"":605,""hcm_monthly"":13420,""four_six_axle_single"":405,""four_six_axle_multi"":605,""four_six_axle_monthly"":13420,""seven_plus_axle_single"":490,""seven_plus_axle_multi"":735,""seven_plus_axle_monthly"":16335}","<b style='color:#22A7EA'>Bhiknoor</b><br/><b> </b> V. Vidyasagar Reddy","NA","Public Funded","23-12-2015","20-04-2009","2008 as amended","01.08.16 - 01.08.17",17677,16472,"V. Vidyasagar Reddy","Santosh / 9848963344"
