"name","id","lat","lon","cumulative_revenue","design_capacity","fee_effective_date","rates","location","capital_cost","project_type","date_fee_notification","date_commercial_operation","fee_rule","concessions_period","traffic_per_day","target_traffic_per_day","contractor_name","contact_details"
"Chintalapalem",4485,13.788513,79.589622,,"NA","01-04-2020","{""car_single"":null,""car_multi"":45,""car_monthly"":1005,""lcv_single"":null,""lcv_multi"":75,""lcv_monthly"":1625,""bus_multi"":155,""bus_monthly"":3400,""multiaxle_single"":110,""multiaxle_multi"":165,""multiaxle_monthly"":3710,""hcm_single"":160,""hcm_multi"":240,""hcm_monthly"":5335,""four_six_axle_single"":160,""four_six_axle_multi"":240,""four_six_axle_monthly"":5335,""seven_plus_axle_single"":195,""seven_plus_axle_multi"":290,""seven_plus_axle_monthly"":6495}","<b style='color:#22A7EA'>Chintalapalem</b><br/><b> </b> Y. Meenakshi","NA","Public Funded","08-09-2016","01-07-2017","2008 amended","NA",,,"Y. Meenakshi","NA / 0"
"Badava",4486,16.850428,80.633633,,"NA","01-04-2020","{""car_single"":null,""car_multi"":40,""car_monthly"":885,""lcv_single"":null,""lcv_multi"":65,""lcv_monthly"":1425,""bus_multi"":135,""bus_monthly"":2990,""multiaxle_single"":100,""multiaxle_multi"":145,""multiaxle_monthly"":3260,""hcm_single"":140,""hcm_multi"":210,""hcm_monthly"":4685,""four_six_axle_single"":140,""four_six_axle_multi"":210,""four_six_axle_monthly"":4685,""seven_plus_axle_single"":170,""seven_plus_axle_multi"":255,""seven_plus_axle_monthly"":5705}","<b style='color:#22A7EA'>Badava</b><br/><b> </b> Anil Kumar Shukla","NA","Public Funded","26-09-2016","01-07-2017","2008 amended","NA",,,"Anil Kumar Shukla","NA / 0"
"Shenbagampettai",4489,10.158744,78.651128,,"NA","01-04-2020","{""car_single"":null,""car_multi"":100,""car_monthly"":2185,""lcv_single"":null,""lcv_multi"":160,""lcv_monthly"":3530,""bus_multi"":335,""bus_monthly"":7400,""multiaxle_single"":240,""multiaxle_multi"":365,""multiaxle_monthly"":8070,""hcm_single"":350,""hcm_multi"":520,""hcm_monthly"":11605,""four_six_axle_single"":350,""four_six_axle_multi"":520,""four_six_axle_monthly"":11605,""seven_plus_axle_single"":425,""seven_plus_axle_multi"":635,""seven_plus_axle_monthly"":14125}","<b style='color:#22A7EA'>Shenbagampettai</b><br/><b> </b> R Muthusamy","NA","Public Funded","07-06-2017","01-08-2017","2008 amended","NA",,,"R Muthusamy","NA / 0"
"Jasnathnagar",4490,26.308858,72.914295,,"NA","01-04-2020","{""car_single"":null,""car_multi"":90,""car_monthly"":1950,""lcv_single"":null,""lcv_multi"":140,""lcv_monthly"":3150,""bus_multi"":295,""bus_monthly"":6605,""multiaxle_single"":215,""multiaxle_multi"":325,""multiaxle_monthly"":7205,""hcm_single"":310,""hcm_multi"":465,""hcm_monthly"":10355,""four_six_axle_single"":310,""four_six_axle_multi"":465,""four_six_axle_monthly"":10355,""seven_plus_axle_single"":380,""seven_plus_axle_multi"":565,""seven_plus_axle_monthly"":12610}","<b style='color:#22A7EA'>Jasnathnagar</b><br/><b> </b> Noor Mohammad","NA","Public Funded","25-08-2017","01-09-2017","2008 amended","NA",,,"Noor Mohammad","NA / 0"
"Motisar (Khanori)",4491,26.570811,72.327192,,"NA","01-04-2020","{""car_single"":null,""car_multi"":85,""car_monthly"":1925,""lcv_single"":null,""lcv_multi"":140,""lcv_monthly"":3115,""bus_multi"":295,""bus_monthly"":6525,""multiaxle_single"":215,""multiaxle_multi"":320,""multiaxle_monthly"":7115,""hcm_single"":305,""hcm_multi"":460,""hcm_monthly"":10230,""four_six_axle_single"":305,""four_six_axle_multi"":460,""four_six_axle_monthly"":10230,""seven_plus_axle_single"":375,""seven_plus_axle_multi"":560,""seven_plus_axle_monthly"":12455}","<b style='color:#22A7EA'>Motisar (Khanori)</b><br/><b> </b> Ms R K Jain Infra project Pvt. Ltd.","NA","Public Funded","25-08-2017","01-09-2017","2008 amended","NA",,,"Ms R K Jain Infra project Pvt. Ltd.","NA / 0"
"Morani (Pokaran)",4492,26.889721,71.981819,,"NA","01-04-2019","{""car_single"":null,""car_multi"":20,""car_monthly"":390,""lcv_single"":null,""lcv_multi"":30,""lcv_monthly"":630,""bus_multi"":60,""bus_monthly"":1320,""multiaxle_single"":45,""multiaxle_multi"":65,""multiaxle_monthly"":1440,""hcm_single"":60,""hcm_multi"":95,""hcm_monthly"":2070,""four_six_axle_single"":60,""four_six_axle_multi"":95,""four_six_axle_monthly"":2070,""seven_plus_axle_single"":75,""seven_plus_axle_multi"":115,""seven_plus_axle_monthly"":2520}","<b style='color:#22A7EA'>Morani (Pokaran)</b><br/><b> </b> Ms  Sk Infra","NA","Public Funded","25-08-2017","01-09-2017","2008 amended","NA",,,"Ms  Sk Infra","NA / 0"
"Mekalavaripalli",4493,15.412411,79.497541,,"NA","01-04-2020","{""car_single"":null,""car_multi"":60,""car_monthly"":1285,""lcv_single"":null,""lcv_multi"":95,""lcv_monthly"":2075,""bus_multi"":195,""bus_monthly"":4345,""multiaxle_single"":140,""multiaxle_multi"":215,""multiaxle_monthly"":4740,""hcm_single"":205,""hcm_multi"":305,""hcm_monthly"":6815,""four_six_axle_single"":205,""four_six_axle_multi"":305,""four_six_axle_monthly"":6815,""seven_plus_axle_single"":250,""seven_plus_axle_multi"":375,""seven_plus_axle_monthly"":8300}","<b style='color:#22A7EA'>Mekalavaripalli</b><br/><b> </b> Ms Sri Sai Enterprises","NA","Public Funded","03-08-2017","01-09-2017","2008 amended","NA",,,"Ms Sri Sai Enterprises","NA / 0"
"Raviguntapalli",4494,15.197922,79.450868,,"NA","01-04-2020","{""car_single"":null,""car_multi"":45,""car_monthly"":1015,""lcv_single"":null,""lcv_multi"":75,""lcv_monthly"":1640,""bus_multi"":155,""bus_monthly"":3440,""multiaxle_single"":115,""multiaxle_multi"":170,""multiaxle_monthly"":3750,""hcm_single"":160,""hcm_multi"":245,""hcm_monthly"":5395,""four_six_axle_single"":160,""four_six_axle_multi"":245,""four_six_axle_monthly"":5395,""seven_plus_axle_single"":195,""seven_plus_axle_multi"":295,""seven_plus_axle_monthly"":6565}","<b style='color:#22A7EA'>Raviguntapalli</b><br/><b> </b> Md. Yousuf Ali","NA","Public Funded","03-08-2017","01-09-2017","2008 amended","NA",,,"Md. Yousuf Ali","NA / 0"
"Brahmanapalli",4495,14.736039,79.049052,,"NA","01-04-2020","{""car_single"":null,""car_multi"":75,""car_monthly"":1640,""lcv_single"":null,""lcv_multi"":120,""lcv_monthly"":2650,""bus_multi"":250,""bus_monthly"":5555,""multiaxle_single"":180,""multiaxle_multi"":275,""multiaxle_monthly"":6055,""hcm_single"":260,""hcm_multi"":390,""hcm_monthly"":8710,""four_six_axle_single"":260,""four_six_axle_multi"":390,""four_six_axle_monthly"":8710,""seven_plus_axle_single"":320,""seven_plus_axle_multi"":475,""seven_plus_axle_monthly"":10600}","<b style='color:#22A7EA'>Brahmanapalli</b><br/><b> </b> Amit Khampariya","NA","Public Funded","05-09-2016","01-09-2017","2008 amended","NA",,,"Amit Khampariya","NA / 0"
"Hasanpur (Sainkul)",4496,21.147001,86.117538,0.37,"60000","01-04-2020","{""car_single"":null,""car_multi"":110,""car_monthly"":2420,""lcv_single"":null,""lcv_multi"":175,""lcv_monthly"":3910,""bus_multi"":370,""bus_monthly"":8190,""multiaxle_single"":270,""multiaxle_multi"":400,""multiaxle_monthly"":8935,""hcm_single"":385,""hcm_multi"":580,""hcm_monthly"":12845,""four_six_axle_single"":385,""four_six_axle_multi"":580,""four_six_axle_monthly"":12845,""seven_plus_axle_single"":470,""seven_plus_axle_multi"":705,""seven_plus_axle_monthly"":15640}","<b style='color:#22A7EA'>Hasanpur (Sainkul)</b><br/><b> </b> Bholanath Rajpati Shukla","2020.00","BOT (Toll)","25-10-2013","17-08-2017","2008 amended","24",5420,32834,"Bholanath Rajpati Shukla","Mr.  Arupananda Jena / 7077777207"
"Khantaghar (Dhenkikote)",4497,21.508544,85.826198,0.19,"60000","01-04-2020","{""car_single"":null,""car_multi"":70,""car_monthly"":1540,""lcv_single"":null,""lcv_multi"":110,""lcv_monthly"":2490,""bus_multi"":235,""bus_monthly"":5220,""multiaxle_single"":170,""multiaxle_multi"":255,""multiaxle_monthly"":5695,""hcm_single"":245,""hcm_multi"":370,""hcm_monthly"":8185,""four_six_axle_single"":245,""four_six_axle_multi"":370,""four_six_axle_monthly"":8185,""seven_plus_axle_single"":300,""seven_plus_axle_multi"":450,""seven_plus_axle_monthly"":9965}","<b style='color:#22A7EA'>Khantaghar (Dhenkikote)</b><br/><b> </b> Suresh Chandra Agarwal","2020.00","BOT (Toll)","25-10-2013","17-08-2017","2008 amended","24",5420,32834,"Suresh Chandra Agarwal","Mr. Arupananda Jena / 7077777207"
"Banajodi (Padmapur)",4498,21.710167,85.5836,0.49,"60000","01-04-2020","{""car_single"":null,""car_multi"":110,""car_monthly"":2480,""lcv_single"":null,""lcv_multi"":180,""lcv_monthly"":4010,""bus_multi"":380,""bus_monthly"":8400,""multiaxle_single"":275,""multiaxle_multi"":410,""multiaxle_monthly"":9160,""hcm_single"":395,""hcm_multi"":595,""hcm_monthly"":13170,""four_six_axle_single"":395,""four_six_axle_multi"":595,""four_six_axle_monthly"":13170,""seven_plus_axle_single"":480,""seven_plus_axle_multi"":720,""seven_plus_axle_monthly"":16030}","<b style='color:#22A7EA'>Banajodi (Padmapur)</b><br/><b> </b> Ms Sai Maatarini Tollways Ltd","2020.00","BOT (Toll)","25-10-2013","17-08-2017","2008 amended","24",5420,32834,"Ms Sai Maatarini Tollways Ltd","Arupananda Jena / 8114376999"
"Khadda",4499,24.522264,81.365223,320765,"15000","01-04-2019","{""car_single"":null,""car_multi"":35,""car_monthly"":750,""lcv_single"":null,""lcv_multi"":55,""lcv_monthly"":1215,""bus_multi"":115,""bus_monthly"":2545,""multiaxle_single"":85,""multiaxle_multi"":125,""multiaxle_monthly"":2780,""hcm_single"":120,""hcm_multi"":180,""hcm_monthly"":3995,""four_six_axle_single"":120,""four_six_axle_multi"":180,""four_six_axle_monthly"":3995,""seven_plus_axle_single"":145,""seven_plus_axle_multi"":220,""seven_plus_axle_monthly"":4860}","<b style='color:#22A7EA'>Khadda</b><br/><b> </b> Ms Udit Infraworld Pvt. Ltd.","434.87","Public Funded","19-05-2017","01-09-2018","2008 amended","NA",7760,7760,"Ms Udit Infraworld Pvt. Ltd.","Mr.  Sonu Singh / 9026223190"
"Sonvarsaa",4500,24.395853,81.802372,92000,"15000","01-04-2019","{""car_single"":null,""car_multi"":40,""car_monthly"":875,""lcv_single"":null,""lcv_multi"":65,""lcv_monthly"":1415,""bus_multi"":135,""bus_monthly"":2965,""multiaxle_single"":95,""multiaxle_multi"":145,""multiaxle_monthly"":3235,""hcm_single"":140,""hcm_multi"":210,""hcm_monthly"":4650,""four_six_axle_single"":140,""four_six_axle_multi"":210,""four_six_axle_monthly"":4650,""seven_plus_axle_single"":170,""seven_plus_axle_multi"":255,""seven_plus_axle_monthly"":5660}","<b style='color:#22A7EA'>Sonvarsaa</b><br/><b> </b> Dimple Chaudhary","434.87","Public Funded","19-05-2017","01-08-2017","2008 amended","NA",8349,8349,"Dimple Chaudhary","Mr. Krishna Tyagi / 9558050950"
"Landhari",4501,29.292067,75.648213,,"NA","01-04-2020","{""car_single"":null,""car_multi"":115,""car_monthly"":2570,""lcv_single"":null,""lcv_multi"":185,""lcv_monthly"":4145,""bus_multi"":390,""bus_monthly"":8685,""multiaxle_single"":285,""multiaxle_multi"":425,""multiaxle_monthly"":9475,""hcm_single"":410,""hcm_multi"":615,""hcm_monthly"":13625,""four_six_axle_single"":410,""four_six_axle_multi"":615,""four_six_axle_monthly"":13625,""seven_plus_axle_single"":495,""seven_plus_axle_multi"":745,""seven_plus_axle_monthly"":16585}","<b style='color:#22A7EA'>Landhari</b><br/><b> </b> Ms Jal Singh and Company","NA","Public Funded","06-10-2017","13-10-2017","2008 amended","NA",,,"Ms Jal Singh and Company","NA / 2512569901"
"Narwana",4502,29.578554,76.088477,,"NA","01-04-2020","{""car_single"":null,""car_multi"":110,""car_monthly"":2450,""lcv_single"":null,""lcv_multi"":180,""lcv_monthly"":3955,""bus_multi"":375,""bus_monthly"":8285,""multiaxle_single"":270,""multiaxle_multi"":405,""multiaxle_monthly"":9040,""hcm_single"":390,""hcm_multi"":585,""hcm_monthly"":12995,""four_six_axle_single"":390,""four_six_axle_multi"":585,""four_six_axle_monthly"":12995,""seven_plus_axle_single"":475,""seven_plus_axle_multi"":710,""seven_plus_axle_monthly"":15820}","<b style='color:#22A7EA'>Narwana</b><br/><b> </b> Ms Kaithal Tollway Pvt. Ltd","1393.00","BOT (Toll)","05-09-2017","08-09-2017","2008 amended","27",,21919,"Ms Kaithal Tollway Pvt. Ltd","Mr.Preetam singh / 8222999633"
"Badopatti",4503,29.299141,75.819719,,"NA","01-04-2020","{""car_single"":null,""car_multi"":150,""car_monthly"":3310,""lcv_single"":null,""lcv_multi"":240,""lcv_monthly"":5345,""bus_multi"":505,""bus_monthly"":11205,""multiaxle_single"":365,""multiaxle_multi"":550,""multiaxle_monthly"":12220,""hcm_single"":525,""hcm_multi"":790,""hcm_monthly"":17570,""four_six_axle_single"":525,""four_six_axle_multi"":790,""four_six_axle_monthly"":17570,""seven_plus_axle_single"":640,""seven_plus_axle_multi"":960,""seven_plus_axle_monthly"":21390}","<b style='color:#22A7EA'>Badopatti</b><br/><b> </b> Ms Kaithal Tollway Pvt. Ltd","1393.00","BOT (Toll)","05-09-2017","08-09-2017","NH Fee rules 2008 amendment rules 2010 Amendment rules 2011","27",,21919,"Ms Kaithal Tollway Pvt. Ltd","Mr.Deepak kumar / 8222999636"
"Chaudhriwas",4504,28.99832,75.604417,,"NA","01-04-2019","{""car_single"":null,""car_multi"":85,""car_monthly"":1850,""lcv_single"":null,""lcv_multi"":135,""lcv_monthly"":2985,""bus_multi"":280,""bus_monthly"":6260,""multiaxle_single"":205,""multiaxle_multi"":305,""multiaxle_monthly"":6830,""hcm_single"":295,""hcm_multi"":440,""hcm_monthly"":9815,""four_six_axle_single"":295,""four_six_axle_multi"":440,""four_six_axle_monthly"":9815,""seven_plus_axle_single"":360,""seven_plus_axle_multi"":540,""seven_plus_axle_monthly"":11950}","<b style='color:#22A7EA'>Chaudhriwas</b><br/><b> </b> Ms Kaithal Tollway Pvt. Ltd","1393.00","BOT (Toll)","05-09-2017","08-09-2017","2008 amended","27",,21919,"Ms Kaithal Tollway Pvt. Ltd","Mr.Dinesh Bhanawala / 8222999640"
"Kalajhar",4505,30.265789,76.148309,,"NA","01-03-2020","{""car_single"":null,""car_multi"":135,""car_monthly"":2950,""lcv_single"":null,""lcv_multi"":215,""lcv_monthly"":4765,""bus_multi"":450,""bus_monthly"":9985,""multiaxle_single"":325,""multiaxle_multi"":490,""multiaxle_monthly"":10895,""hcm_single"":470,""hcm_multi"":705,""hcm_monthly"":15660,""four_six_axle_single"":470,""four_six_axle_multi"":705,""four_six_axle_monthly"":15660,""seven_plus_axle_single"":570,""seven_plus_axle_multi"":860,""seven_plus_axle_monthly"":19065}","<b style='color:#22A7EA'>Kalajhar</b><br/><b> </b> Ms Sahakar Global Ltd.","NA","Public Funded","21-04-2017","01-09-2017","2008 amended","NA",,,"Ms Sahakar Global Ltd.","NA / 0"
"Badbar",4506,30.247772,75.640226,,"NA","01-04-2020","{""car_single"":null,""car_multi"":130,""car_monthly"":2890,""lcv_single"":null,""lcv_multi"":210,""lcv_monthly"":4670,""bus_multi"":440,""bus_monthly"":9780,""multiaxle_single"":320,""multiaxle_multi"":480,""multiaxle_monthly"":10670,""hcm_single"":460,""hcm_multi"":690,""hcm_monthly"":15335,""four_six_axle_single"":460,""four_six_axle_multi"":690,""four_six_axle_monthly"":15335,""seven_plus_axle_single"":560,""seven_plus_axle_multi"":840,""seven_plus_axle_monthly"":18670}","<b style='color:#22A7EA'>Badbar</b><br/><b> </b> Ms Feedback Highways OMT Pvt. Ltd.","351.00","Public Funded","21-04-2017","12-11-2018","2008 A","1years",,,"Ms Feedback Highways OMT Pvt. Ltd.","MR. RAMPAL YADAV / 7651816084"
"Bhagan",4507,29.060626,77.064081,,"NA","01-04-2020","{""car_single"":null,""car_multi"":110,""car_monthly"":2425,""lcv_single"":null,""lcv_multi"":175,""lcv_monthly"":3915,""bus_multi"":370,""bus_monthly"":8205,""multiaxle_single"":270,""multiaxle_multi"":405,""multiaxle_monthly"":8950,""hcm_single"":385,""hcm_multi"":580,""hcm_monthly"":12870,""four_six_axle_single"":385,""four_six_axle_multi"":580,""four_six_axle_monthly"":12870,""seven_plus_axle_single"":470,""seven_plus_axle_multi"":705,""seven_plus_axle_monthly"":15665}","<b style='color:#22A7EA'>Bhagan</b><br/><b> </b> Ms. Riddhi Sidhi Associates","NA","Public Funded","03-11-2014","01-10-2017","2008 A","NA",,,"Ms. Riddhi Sidhi Associates","NA / 0"
"Sosokhurd",4508,23.548753,85.756866,,"NA","01-04-2020","{""car_single"":null,""car_multi"":60,""car_monthly"":1370,""lcv_single"":null,""lcv_multi"":100,""lcv_monthly"":2215,""bus_multi"":210,""bus_monthly"":4640,""multiaxle_single"":150,""multiaxle_multi"":230,""multiaxle_monthly"":5060,""hcm_single"":215,""hcm_multi"":325,""hcm_monthly"":7200,""four_six_axle_single"":215,""four_six_axle_multi"":325,""four_six_axle_monthly"":7200,""seven_plus_axle_single"":265,""seven_plus_axle_multi"":395,""seven_plus_axle_monthly"":8765}","<b style='color:#22A7EA'>Sosokhurd</b><br/><b> </b> MS RAJENDER SINGH","NA","Public Funded","26-09-2017","01-10-2017","2008 A","NA",,,"MS RAJENDER SINGH","NA / 0"
"Tand Balidih",4509,23.668354,86.045229,,"NA","01-04-2020","{""car_single"":null,""car_multi"":50,""car_monthly"":1095,""lcv_single"":null,""lcv_multi"":80,""lcv_monthly"":1765,""bus_multi"":165,""bus_monthly"":3700,""multiaxle_single"":120,""multiaxle_multi"":180,""multiaxle_monthly"":4035,""hcm_single"":175,""hcm_multi"":260,""hcm_monthly"":5800,""four_six_axle_single"":175,""four_six_axle_multi"":260,""four_six_axle_monthly"":5800,""seven_plus_axle_single"":210,""seven_plus_axle_multi"":320,""seven_plus_axle_monthly"":7065}","<b style='color:#22A7EA'>Tand Balidih</b><br/><b> </b> NA","NA","Public Funded","26-09-2017","01-10-2017","2008 A","NA",,,"NA","NA / 0"
"Doli",4510,26.062927,72.673202,,"NA","01-04-2020","{""car_single"":null,""car_multi"":100,""car_monthly"":2250,""lcv_single"":null,""lcv_multi"":165,""lcv_monthly"":3630,""bus_multi"":340,""bus_monthly"":7605,""multiaxle_single"":250,""multiaxle_multi"":375,""multiaxle_monthly"":8300,""hcm_single"":360,""hcm_multi"":535,""hcm_monthly"":11930,""four_six_axle_single"":360,""four_six_axle_multi"":535,""four_six_axle_monthly"":11930,""seven_plus_axle_single"":435,""seven_plus_axle_multi"":655,""seven_plus_axle_monthly"":14525}","<b style='color:#22A7EA'>Doli</b><br/><b> </b> Noor Mohammad","NA","Public Funded","19-05-2017","01-10-2017","2008 A","NA",,,"Noor Mohammad","NA / 0"
"Palaya Gandharvakottai",4511,10.612499,79.0306,,"NA","01-04-2020","{""car_single"":null,""car_multi"":65,""car_monthly"":1435,""lcv_single"":null,""lcv_multi"":105,""lcv_monthly"":2320,""bus_multi"":220,""bus_monthly"":4860,""multiaxle_single"":160,""multiaxle_multi"":240,""multiaxle_monthly"":5300,""hcm_single"":230,""hcm_multi"":345,""hcm_monthly"":7620,""four_six_axle_single"":230,""four_six_axle_multi"":345,""four_six_axle_monthly"":7620,""seven_plus_axle_single"":280,""seven_plus_axle_multi"":415,""seven_plus_axle_monthly"":9275}","<b style='color:#22A7EA'>Palaya Gandharvakottai</b><br/><b> </b> Jai Kamtanath and Company","NA","Public Funded","25-08-2017","01-10-2017","2008 A","NA",,,"Jai Kamtanath and Company","NA / 0"
"Mangalgi",4512,17.745596,77.317882,,"NA","01-04-2019","{""car_single"":null,""car_multi"":130,""car_monthly"":2855,""lcv_single"":null,""lcv_multi"":210,""lcv_monthly"":4615,""bus_multi"":435,""bus_monthly"":9665,""multiaxle_single"":315,""multiaxle_multi"":475,""multiaxle_monthly"":10545,""hcm_single"":455,""hcm_multi"":680,""hcm_monthly"":15160,""four_six_axle_single"":455,""four_six_axle_multi"":680,""four_six_axle_monthly"":15160,""seven_plus_axle_single"":555,""seven_plus_axle_multi"":830,""seven_plus_axle_monthly"":18455}","<b style='color:#22A7EA'>Mangalgi</b><br/><b> </b> NA","NA","BOT (Toll)","25-06-2013","01-10-2017","2008A","NA",,,"NA","NA / 0"
"Kamkole",4513,17.645717,77.820114,,"NA","01-04-2019","{""car_single"":null,""car_multi"":135,""car_monthly"":2985,""lcv_single"":null,""lcv_multi"":215,""lcv_monthly"":4820,""bus_multi"":455,""bus_monthly"":10100,""multiaxle_single"":330,""multiaxle_multi"":495,""multiaxle_monthly"":11020,""hcm_single"":475,""hcm_multi"":715,""hcm_monthly"":15840,""four_six_axle_single"":475,""four_six_axle_multi"":715,""four_six_axle_monthly"":15840,""seven_plus_axle_single"":580,""seven_plus_axle_multi"":870,""seven_plus_axle_monthly"":19285}","<b style='color:#22A7EA'>Kamkole</b><br/><b> </b> NA","NA","BOT (Toll)","25-06-2013","01-10-2017","2008 A","NA",,,"NA","NA / 0"
"Yedeshi",4515,0,0,,"NA","01-04-2019","{""car_single"":null,""car_multi"":75,""car_monthly"":1685,""lcv_single"":null,""lcv_multi"":120,""lcv_monthly"":2720,""bus_multi"":255,""bus_monthly"":5700,""multiaxle_single"":185,""multiaxle_multi"":280,""multiaxle_monthly"":6215,""hcm_single"":270,""hcm_multi"":400,""hcm_monthly"":8935,""four_six_axle_single"":270,""four_six_axle_multi"":400,""four_six_axle_monthly"":8935,""seven_plus_axle_single"":325,""seven_plus_axle_multi"":490,""seven_plus_axle_monthly"":10880}","<b style='color:#22A7EA'>Yedeshi</b><br/><b> </b> 0","NA","BOT (Toll)","07-03-2018","07-03-2018","NA","NA",,,"NA","/ 0"
"Tamalwadi",4520,1,1,,"NA","01-04-2019","{""car_single"":null,""car_multi"":90,""car_monthly"":1950,""lcv_single"":null,""lcv_multi"":140,""lcv_monthly"":3150,""bus_multi"":295,""bus_monthly"":6600,""multiaxle_single"":215,""multiaxle_multi"":325,""multiaxle_monthly"":7200,""hcm_single"":310,""hcm_multi"":465,""hcm_monthly"":10355,""four_six_axle_single"":310,""four_six_axle_multi"":465,""four_six_axle_monthly"":10355,""seven_plus_axle_single"":380,""seven_plus_axle_multi"":565,""seven_plus_axle_monthly"":12605}","<b style='color:#22A7EA'>Tamalwadi</b><br/><b> </b> 0","NA","BOT (Toll)","03-03-2018","03-03-2018","na","NA",,,"NA","0 / 0"
"Deoria",4536,28.930785,79.475734,48.59,"60000","01-04-2020","{""car_single"":null,""car_multi"":120,""car_monthly"":2630,""lcv_single"":null,""lcv_multi"":190,""lcv_monthly"":4250,""bus_multi"":400,""bus_monthly"":8900,""multiaxle_single"":290,""multiaxle_multi"":435,""multiaxle_monthly"":9710,""hcm_single"":420,""hcm_multi"":630,""hcm_monthly"":13960,""four_six_axle_single"":420,""four_six_axle_multi"":630,""four_six_axle_monthly"":13960,""seven_plus_axle_single"":510,""seven_plus_axle_multi"":765,""seven_plus_axle_monthly"":16995}","<b style='color:#22A7EA'>Deoria</b><br/><b> </b> KASHIPUR SITARGANJ HIGHWAYS PVT. LTD.","757.41","BOT (Toll)","21-10-2014","21-08-2017","NA","21",14200,22461,"KASHIPUR SITARGANJ HIGHWAYS PVT. LTD.","Mr. Rahul Sharma / 7534004555"
"Jogipura",4537,24.097278,76.988952,71309951,"10","01-04-2020","{""car_single"":null,""car_multi"":85,""car_monthly"":1920,""lcv_single"":null,""lcv_multi"":140,""lcv_monthly"":3100,""bus_multi"":290,""bus_monthly"":6495,""multiaxle_single"":215,""multiaxle_multi"":320,""multiaxle_monthly"":7085,""hcm_single"":305,""hcm_multi"":460,""hcm_monthly"":10190,""four_six_axle_single"":305,""four_six_axle_multi"":460,""four_six_axle_monthly"":10190,""seven_plus_axle_single"":370,""seven_plus_axle_multi"":560,""seven_plus_axle_monthly"":12405}","<b style='color:#22A7EA'>Jogipura</b><br/><b> </b> Jalpa Devi Tollways Ltd","1012.90","BOT (Toll)","09-03-2018","18-06-2018","NA","26",425284,425284,"Jalpa Devi Tollways Ltd","Shri. Chandra Mohan Singh / 7024236401"
"Pagara",4538,24.517835,77.186491,92598248,"10","01-04-2020","{""car_single"":null,""car_multi"":100,""car_monthly"":2255,""lcv_single"":null,""lcv_multi"":165,""lcv_monthly"":3645,""bus_multi"":345,""bus_monthly"":7640,""multiaxle_single"":250,""multiaxle_multi"":375,""multiaxle_monthly"":8335,""hcm_single"":360,""hcm_multi"":540,""hcm_monthly"":11980,""four_six_axle_single"":360,""four_six_axle_multi"":540,""four_six_axle_monthly"":11980,""seven_plus_axle_single"":440,""seven_plus_axle_multi"":655,""seven_plus_axle_monthly"":14585}","<b style='color:#22A7EA'>Pagara</b><br/><b> </b> Jalpa Devi Tollways Ltd.","1012.90","BOT (Toll)","09-03-2018","18-06-2018","NA","26",425284,506490,"Jalpa Devi Tollways Ltd.","Shri. Vikesh Kumar Singh / 7024236306"
"Sakatpura(LHS)(Staggered)",4539,25.155846,75.781932,144538685,"NA","01-04-2020","{""car_single"":null,""car_multi"":95,""car_monthly"":2165,""lcv_single"":null,""lcv_multi"":155,""lcv_monthly"":3495,""bus_multi"":330,""bus_monthly"":7320,""multiaxle_single"":240,""multiaxle_multi"":360,""multiaxle_monthly"":7985,""hcm_single"":345,""hcm_multi"":515,""hcm_monthly"":11480,""four_six_axle_single"":345,""four_six_axle_multi"":515,""four_six_axle_monthly"":11480,""seven_plus_axle_single"":420,""seven_plus_axle_multi"":630,""seven_plus_axle_monthly"":13975}","<b style='color:#22A7EA'>Sakatpura(LHS)(Staggered)</b><br/><b> </b> Ms KG Associates","313.63","Public Funded","30-01-2018","18-03-2018","NA","NA",9989,9989,"Ms KG Associates","Toll AgencyMs Jai Singh  Co. (Sh. Jitender Chou / 9928871111"
"Nayagaon(RHS) (Staggered)",4540,25.132506,75.796565,144538685,"NA","01-04-2020","{""car_single"":null,""car_multi"":95,""car_monthly"":2165,""lcv_single"":null,""lcv_multi"":155,""lcv_monthly"":3495,""bus_multi"":330,""bus_monthly"":7320,""multiaxle_single"":240,""multiaxle_multi"":360,""multiaxle_monthly"":7985,""hcm_single"":345,""hcm_multi"":515,""hcm_monthly"":11480,""four_six_axle_single"":345,""four_six_axle_multi"":515,""four_six_axle_monthly"":11480,""seven_plus_axle_single"":420,""seven_plus_axle_multi"":630,""seven_plus_axle_monthly"":13975}","<b style='color:#22A7EA'>Nayagaon(RHS) (Staggered)</b><br/><b> </b> Ms KG Associates","313.63","Public Funded","30-01-2018","18-03-2018","NA","NA",9989,9989,"Ms KG Associates","Toll AgencyMs Jai Singh  Co. (Sh. Jitender Chou / 9928871111"
